mls,campus_number,school_district,school,rating
81972453,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82008126,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
82008126,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
82012322,101912171,HOUSTON ISD,HENDERSON J ELEMENTARY,B
82012322,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
82013228,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
82013228,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
82045655,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
82045655,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
82090909,101912259,HOUSTON ISD,WILSON MONTESSORI,C
82090909,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82155910,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
82155910,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
82163834,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
82163834,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82164605,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
82164605,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
82221564,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
82221564,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
82250197,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
82250197,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82259650,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
82259650,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
82284682,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
82284682,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
82293073,101912259,HOUSTON ISD,WILSON MONTESSORI,C
82293073,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82293380,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
82293380,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
82338290,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
82338290,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
82424613,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
82424613,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
82443268,101912148,HOUSTON ISD,ELROD ELEMENTARY,A
82443268,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
82454020,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
82454020,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
82454235,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
82454235,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
82479665,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
82479665,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
82527595,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
82527595,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
82534927,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
82534927,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82558911,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
82558911,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
82589436,101912224,HOUSTON ISD,RED ELEMENTARY,B
82589436,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
82593390,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
82593390,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82594938,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
82594938,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
82622931,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
82622931,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82691736,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
82691736,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
82797497,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
82797497,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
82834549,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
82834549,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
82835696,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
82835696,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
82850725,101912389,HOUSTON ISD,KETELSEN ELEMENTARY,A
82850725,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
82885735,101912358,HOUSTON ISD,COOK JR ELEMENTARY,C
82885735,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
82985388,101912221,HOUSTON ISD,POE ELEMENTARY,B
82985388,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83010460,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
83010460,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83047153,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
83047153,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
83047702,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
83047702,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83139865,101912120,HOUSTON ISD,BROWNING ELEMENTARY,C
83139865,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83161587,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
83161587,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
83179111,101912140,HOUSTON ISD,DOGAN ELEMENTARY,C
83179111,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
83181618,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
83181618,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
83236148,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
83236148,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
83269261,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
83269261,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
83270439,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
83270439,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83279383,101912240,HOUSTON ISD,SHERMAN ELEMENTARY,C
83279383,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
83302377,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
83302377,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83391092,101912274,HOUSTON ISD,ASKEW ELEMENTARY,C
83391092,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
83398890,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
83398890,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
83422855,101912171,HOUSTON ISD,HENDERSON J ELEMENTARY,B
83422855,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
83464265,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
83464265,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
83500437,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
83500437,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83563017,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
83563017,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83580387,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
83580387,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
83639619,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
83639619,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
83721352,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
83721352,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83768094,101912120,HOUSTON ISD,BROWNING ELEMENTARY,C
83768094,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83850797,101912203,HOUSTON ISD,MADING ELEMENTARY,C
83850797,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
83879537,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
83879537,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83895752,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
83895752,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83913420,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
83913420,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
83937302,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
83937302,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
83970577,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
83970577,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
83990554,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
83990554,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
84029418,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
84029418,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
84141547,101912217,HOUSTON ISD,PECK ELEMENTARY,C
84141547,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
84222820,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
84222820,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
84267134,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
84267134,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
84302430,101912221,HOUSTON ISD,POE ELEMENTARY,B
84302430,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
84321564,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
84321564,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
84331004,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
84331004,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
84331588,101912178,HOUSTON ISD,HORN ELEMENTARY,A
84331588,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
84369304,101912132,HOUSTON ISD,COOP ELEMENTARY,B
84369304,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
84394614,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
84394614,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
84433243,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
84433243,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
84439107,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
84439107,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
84439724,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
84439724,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
84454673,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
84454673,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
84569103,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
84569103,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
84588824,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
84588824,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
84599572,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
84599572,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
84646105,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
84646105,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
84686605,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
84686605,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
84765008,101912394,HOUSTON ISD,NEFF ELEMENTARY,C
84765008,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
84812032,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
84812032,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
84833840,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
84833840,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
84877306,101912178,HOUSTON ISD,HORN ELEMENTARY,A
84877306,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
84915967,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
84915967,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
84926006,101912358,HOUSTON ISD,COOK JR ELEMENTARY,C
84926006,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
84947170,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
84947170,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
84972966,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
84972966,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
85016338,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
85016338,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85016378,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
85016378,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
85045256,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
85045256,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
85085474,101912259,HOUSTON ISD,WILSON MONTESSORI,C
85085474,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85120296,101912231,HOUSTON ISD,ROOSEVELT ELEMENTARY,B
85120296,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
85127215,101912369,HOUSTON ISD,GROSS ELEMENTARY,D
85127215,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
85198581,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
85198581,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
85215616,101912212,HOUSTON ISD,OATES ELEMENTARY,C
85215616,101912004,HOUSTON ISD,FURR HIGH SCHOOL,C
85272867,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
85272867,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
85275441,101912259,HOUSTON ISD,WILSON MONTESSORI,C
85275441,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85297419,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
85297419,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
85305072,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
85305072,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85362342,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
85362342,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
85364759,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
85364759,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
85418105,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
85418105,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
85449481,101912289,HOUSTON ISD,MARTINEZ C ELEMENTARY,F
85449481,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
85481503,101912224,HOUSTON ISD,RED ELEMENTARY,B
85481503,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
85516889,101912276,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,D
85516889,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
85542229,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
85542229,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
85550369,101912156,HOUSTON ISD,FROST ELEMENTARY,B
85550369,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
85611075,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
85611075,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
85612808,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
85612808,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
85650059,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
85650059,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85674460,101912156,HOUSTON ISD,FROST ELEMENTARY,B
85674460,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
85699004,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
85699004,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85729047,101912240,HOUSTON ISD,SHERMAN ELEMENTARY,C
85729047,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
85738795,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
85738795,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
85748333,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
85748333,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
85755842,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
85755842,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
85759875,101912181,HOUSTON ISD,JANOWSKI ELEMENTARY,C
85759875,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
85760625,101912259,HOUSTON ISD,WILSON MONTESSORI,C
85760625,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85762311,101912276,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,D
85762311,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
85775766,101912112,HOUSTON ISD,BONNER ELEMENTARY,B
85775766,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
85777797,101912298,HOUSTON ISD,MARTINEZ R ELEMENTARY,C
85777797,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
85848466,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
85848466,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
85856674,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
85856674,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
85878670,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
85878670,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
85885577,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
85885577,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
85952994,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
85952994,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
85958719,101912148,HOUSTON ISD,ELROD ELEMENTARY,A
85958719,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
85960358,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
85960358,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
85999774,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
85999774,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
85999947,101912203,HOUSTON ISD,MADING ELEMENTARY,C
85999947,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
86082879,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
86082879,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
86174696,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
86174696,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
86259312,101912224,HOUSTON ISD,RED ELEMENTARY,B
86259312,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
86290807,101912128,HOUSTON ISD,LYONS ELEMENTARY,B
86290807,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
86310079,101912178,HOUSTON ISD,HORN ELEMENTARY,A
86310079,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
86334881,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
86334881,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
86351152,101912274,HOUSTON ISD,ASKEW ELEMENTARY,C
86351152,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
86386504,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
86386504,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
86410819,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
86410819,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
86419751,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
86419751,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
86442289,101912224,HOUSTON ISD,RED ELEMENTARY,B
86442289,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
86469819,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
86469819,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
86528284,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
86528284,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
86537506,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
86537506,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
86580331,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
86580331,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
86585067,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
86585067,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
86599433,101920107,SPRING BRANCH ISD,HUNTERS CREEK ELEMENTARY,A
86599433,101920001,SPRING BRANCH ISD,MEMORIAL HIGH SCHOOL,A
86619660,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
86619660,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
86633368,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
86633368,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
86641262,101912292,HOUSTON ISD,CARRILLO ELEMENTARY,B
86641262,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
86668472,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
86668472,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
86685757,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
86685757,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
86688821,101912117,HOUSTON ISD,BRISCOE ELEMENTARY,C
86688821,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
86725771,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
86725771,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
86806985,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
86806985,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
86810708,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
86810708,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
86837697,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
86837697,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
86877406,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
86877406,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
86963601,101912373,HOUSTON ISD,SEGUIN ELEMENTARY,F
86963601,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
86989286,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
86989286,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
87013897,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
87013897,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87043178,101912475,HOUSTON ISD,ELMORE ELEMENTARY,C
87043178,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
87052475,101912394,HOUSTON ISD,NEFF ELEMENTARY,C
87052475,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
87054251,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
87054251,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
87091505,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
87091505,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87098087,101912248,HOUSTON ISD,SUTTON ELEMENTARY,B
87098087,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
87159467,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
87159467,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87165518,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
87165518,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
87174327,101912120,HOUSTON ISD,BROWNING ELEMENTARY,C
87174327,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
87199892,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
87199892,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
87280618,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
87280618,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
87297019,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
87297019,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
87359510,101912106,HOUSTON ISD,ATHERTON ELEMENTARY,A
87359510,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
87408724,101912263,HOUSTON ISD,LAW ELEMENTARY,C
87408724,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
87429496,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
87429496,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
87439070,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
87439070,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87468552,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
87468552,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
87477694,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
87477694,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87479105,101912194,HOUSTON ISD,LEWIS ELEMENTARY,C
87479105,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
87488353,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
87488353,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
87504287,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
87504287,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87544554,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
87544554,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
87580978,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
87580978,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
87594998,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
87594998,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
87596133,101912140,HOUSTON ISD,DOGAN ELEMENTARY,C
87596133,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
87660222,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
87660222,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
87676912,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
87676912,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
87702589,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
87702589,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
87746901,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
87746901,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
